ensgene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000070814,3462.6766491266385,-0.31509758500366974,0.05908677454593368,-5.3327938007297195,9.671311237437542e-8,9.927559654839733e-7,TCOF1
ENSG00000070831,11908.44875985978,-0.256970945387122,0.0685924243964526,-3.746345863238095,1.7942916663069993e-4,0.0010082921040349547,CDC42
ENSG00000070882,1924.0926208293324,-0.1744228394781324,0.07658536901054014,-2.2774955808351236,0.022756648223828176,0.06740008512162181,OSBPL3
ENSG00000070915,49.262997214705884,-0.5588720496550478,0.9869628958234902,-0.5662543668257588,0.5712208765954625,0.733123357805142,SLC12A3
ENSG00000070950,911.8889137737414,-0.4707233722727724,0.1405995306909447,-3.3479725711708177,8.140506778034752e-4,0.0038865166856792244,RAD18
ENSG00000070961,4723.275646121654,-0.4110278688065276,0.07424154793139977,-5.536359090819646,3.0882407898214e-8,3.387193779521006e-7,ATP2B1
ENSG00000070985,4.994108891134934,-0.9552845852693748,1.0060779823100396,-0.9495134592608429,0.3423595299125316,0.5325349453671134,TRPM5
ENSG00000071051,569.5324152531709,0.06715710982189851,0.1077815843065875,0.6230851982177992,0.533228536038054,0.7035726618695466,NCK2
ENSG00000071054,25578.69169250378,-0.5305848934318387,0.04294336070329257,-12.355458090432068,4.551559941785471e-35,3.8738434181700126e-33,MAP4K4
ENSG00000071073,6602.31871716884,-0.510296735386541,0.08790882169508525,-5.804841033548631,6.4427099966704115e-9,7.704547033275156e-8,MGAT4A
ENSG00000071082,22300.18379220008,-0.23195342871590274,0.05280741788450586,-4.3924402670701275,1.1208543084976253e-5,8.128355733345074e-5,RPL31
ENSG00000071127,6190.701560135129,-0.5244552216094903,0.09314426040072886,-5.630569391534794,1.79615656763594e-8,2.027640348780875e-7,WDR1
ENSG00000071189,2194.7201885813256,0.4464208459155896,0.11099680295202932,4.021925263095407,5.772437523046607e-5,3.623361044518628e-4,SNX13
ENSG00000071205,32.799784417665805,0.84613154652987,0.37374564799278714,2.263923475962988,0.02357882178454866,0.06933174229303223,ARHGAP10
ENSG00000071242,14.506672566035235,0.8652135942615928,0.8087567250623275,1.0698069857717898,0.2847061972227849,0.4694004401740516,RPS6KA2
ENSG00000071243,406.83232065095086,-0.2725827378401083,0.08770560867112917,-3.107928238229498,0.00188403809777419,0.008097243657590942,ING3
ENSG00000071246,52.90560676379809,1.840654501601383,0.3569477704385759,5.156649386939162,2.5140792031020387e-7,2.4187523014089845e-6,VASH1
ENSG00000071282,143.22325906033677,-0.1597131023796009,0.15916495973819192,-1.003443865046117,0.3156467486392841,0.5031078236440348,LMCD1
ENSG00000071462,1303.8982125438793,-0.08841992700559984,0.09789923386894858,-0.9031728187368853,0.366434181453575,0.5561552375291366,BUD23
ENSG00000071537,8589.050261173676,0.16987855434401433,0.057250100354753135,2.9673057914545704,0.003004220067749866,0.01216658475545459,SEL1L
ENSG00000071539,1096.7942846316134,-1.5869156544728793,0.06681056159738075,-23.75246692335981,1.0361030540465838e-124,1.2443597679099471e-121,TRIP13
ENSG00000071553,2819.139537842417,-0.09160983135117085,0.0729332876506869,-1.2560770849921783,0.2090880233371659,0.37827976303480226,ATP6AP1
ENSG00000071564,1653.6346680179083,-0.17850363938108083,0.09191008789408965,-1.9421550285837519,0.05211833544160111,0.13200869075296226,TCF3
ENSG00000071575,77.07815242575779,1.1909511622782436,0.31875098217703524,3.73630585902567,1.867435040366819e-4,0.001044107598809008,TRIB2
ENSG00000071626,2626.0817108959372,-0.9712515688695714,0.07217365185676723,-13.457148750032436,2.794946634200386e-41,3.180060859902313e-39,DAZAP1
ENSG00000071655,1222.3524802301743,0.18108657760592806,0.10648212930129039,1.7006288171937747,0.08901270936820482,0.20116449892042323,MBD3
ENSG00000071794,2367.120699287817,0.31102305944431863,0.0756150576200538,4.113242378351802,3.901403821587263e-5,2.5357951838566884e-4,HLTF
ENSG00000071859,793.4472852791865,0.03341053452165881,0.09476664882422847,0.3525558298851328,0.7244214564038156,0.84020296392176,FAM50A
